CodDiagnostic,DenDiagnostic,DenSubClasaDiagnostic,DenClasaDiagnostic
Y318,"Leziune traumatica printr-un obiect in miscare (victima fiind cazuta sau culcata inaintea obiectului, sau in coliziune cu acesta), intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y319,"Leziune traumatica printr-un obiect in miscare (victima fiind cazuta sau culcata inaintea obiectului, sau in coliziune cu acesta), intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y320,"Accident de vehicul cu motor, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y321,"Accident de vehicul cu motor, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y322,"Accident de vehicul cu motor, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y323,"Accident de vehicul cu motor, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y324,"Accident de vehicul cu motor, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y325,"Accident de vehicul cu motor, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y326,"Accident de vehicul cu motor, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y327,"Accident de vehicul cu motor, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y328,"Accident de vehicul cu motor, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y329,"Accident de vehicul cu motor, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y330,"Alte evenimente precizate, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y331,"Alte evenimente precizate, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y332,"Alte evenimente precizate, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y333,"Alte evenimente precizate, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y334,"Alte evenimente precizate, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y335,"Alte evenimente precizate, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y336,"Alte evenimente precizate, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y337,"Alte evenimente precizate, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y338,"Alte evenimente precizate, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y339,"Alte evenimente precizate, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y340,"Eveniment fara precizare, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y341,"Eveniment fara precizare, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y342,"Eveniment fara precizare, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y343,"Eveniment fara precizare, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y344,"Eveniment fara precizare, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y345,"Eveniment fara precizare, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y346,"Eveniment fara precizare, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y347,"Eveniment fara precizare, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y348,"Eveniment fara precizare, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y349,"Eveniment fara precizare, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y350,Interventia fortei publice implicand utilizarea armelor de foc,Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y351,Interventia fortei publice implicand utilizarea explozivilor,Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y352,Interventia fortei publice implicand utilizarea gazelor,Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y353,Interventia fortei publice implicand utilizarea obiectelor contondente,Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y354,Interventia fortei publice implicand utilizarea obiectelor taietoare,Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y355,Executie legala,Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y356,Interventia fortei publice implicand alte mijloace precizate,Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y357,"Interventia fortei publice, mijloace neprecizate",Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y360,Actiuni de razboi implicand explozia armelor navale,Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y361,Actiuni de razboi implicand distrugerea unei aeronave,Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y362,Actiuni de razboi implicand alte explozii si distrugeri,Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y363,"Actiuni de razboi implicand incendii, conflagratii si produse arzande",Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y364,Actiuni de razboi implicand tirul de arme de foc si alte mijloace de tip clasic,Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y365,Actiuni de razboi implicand arme nucleare,Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y366,Actiuni de razboi implicand arme biologice,Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y367,Actiuni de razboi implicand arme chimice si alte mijloace neclasice,Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y368,Actiuni de razboi survenite dupa incetarea ostilitatilor,Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y369,"Actiuni de razboi, fara precizare",Interventia fortei publice si actiuni de razboi,Cauze externe de morbiditate si mortalitate
Y400,Peniciline,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y401,Cefalosporine si alte B-lactamine,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y402,Grupul cloramfenicol,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y403,Macrolide,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y404,Tetracicline,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y405,Aminoside,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y406,Rifamicine,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y407,Antibiotice antifungice sistemice,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y408,Alte antibiotice sistemice,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y409,"Antibiotice sistemice, fara precizare",Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y410,Sulfamide,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y411,Antimycobacteriene,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y412,Antipaludice si medicamente actionand asupra altor protozoare parazite in sange,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y413,Alte medicamente antiprotozoare,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y414,Antihelmintice,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y415,Antivirale,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y418,Alte anti-infectioase si anti-parazitare sistemice precizate,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y419,"Anti-infectioase si anti-parazitare sistemice, fara precizare",Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y420,Glucocorticoide si analogii sintetici,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
Y421,Hormoni tiroidieni si derivatii lor,Medicamente si substante biologice ce au provocat efecte indezirabile in cursul utilizarii lor terapeutice,Cauze externe de morbiditate si mortalitate
